name,value
theta_35.0s29,-9972.718080061128
g_35.0s19,0.0
w_35.0s19,6.0
theta_35.0s19,9743.715574025582
g_35.0s44,0.0
w_35.0s44,6.0
theta_35.0s44,9738.39257523119
g_35.0s27,0.0
w_35.0s27,6.0
theta_35.0s27,-9941.428425529455
g_35.0s32,0.0
w_35.0s32,0.0
theta_35.0s32,-9977.31967187142
g_35.0s3,0.0
w_35.0s3,6.0
theta_35.0s3,9755.3752737423
g_35.0s41,0.0
w_35.0s41,6.0
theta_35.0s41,9736.345446416044
g_35.0s20,0.0
w_35.0s20,6.0
theta_35.0s20,9784.607827021593
g_35.0s31,0.0
w_35.0s31,6.0
theta_35.0s31,9787.207609316229
g_35.0s12,0.0
w_35.0s12,6.0
theta_35.0s12,-9989.44915719878
g_35.0s1,0.0
w_35.0s1,6.0
theta_35.0s1,-9903.364825858322
g_35.0s34,0.0
w_35.0s34,6.0
theta_35.0s34,-9915.576469721576
g_35.0s15,0.0
w_35.0s15,6.0
theta_35.0s15,-9994.154480122139
g_35.0s48,0.0
w_35.0s48,0.0
theta_35.0s48,-9984.818399310427
g_35.0s8,0.0
w_35.0s8,6.0
theta_35.0s8,9729.449116069225
g_35.0s18,0.0
w_35.0s18,6.0
theta_35.0s18,9745.628323365409
g_35.0s45,0.0
w_35.0s45,6.0
theta_35.0s45,-9987.02518532538
g_35.0s24,0.0
w_35.0s24,6.0
theta_35.0s24,-9946.196971766287
g_35.0s6,0.0
w_35.0s6,6.0
theta_35.0s6,9740.69032724372
g_35.0s42,0.0
w_35.0s42,6.0
theta_35.0s42,-9949.047750191203
g_35.0s21,0.0
w_35.0s21,0.07718537016648952
theta_35.0s21,-10000.0
g_35.0s30,0.0
w_35.0s30,6.0
theta_35.0s30,9752.53106461302
g_35.0s11,0.0
w_35.0s11,6.0
theta_35.0s11,9717.930102650282
g_35.0s22,0.0
w_35.0s22,6.0
theta_35.0s22,9729.51122082704
g_35.0s4,0.0
w_35.0s4,6.0
theta_35.0s4,-9943.886682388213
g_35.0s37,0.0
w_35.0s37,6.0
theta_35.0s37,9716.857838238
g_35.0s14,0.0
w_35.0s14,6.0
theta_35.0s14,-9938.252497584115
g_35.0s49,0.0
w_35.0s49,6.0
theta_35.0s49,-9908.940963695934
g_35.0s39,0.0
w_35.0s39,6.0
theta_35.0s39,-9946.570525567324
g_35.0s17,0.0
w_35.0s17,6.0
theta_35.0s17,9703.601120918429
g_35.0s2,0.0
w_35.0s2,6.0
theta_35.0s2,-9955.688194131923
g_35.0s46,0.0
w_35.0s46,6.0
theta_35.0s46,-9965.234740914279
g_35.0s25,0.0
w_35.0s25,6.0
theta_35.0s25,-9940.967823160203
g_35.0s28,0.0
w_35.0s28,6.0
theta_35.0s28,-9944.72891872332
g_35.0s43,0.0
w_35.0s43,0.0
theta_35.0s43,-7996.416617725939
g_35.0s26,0.0
w_35.0s26,0.0
theta_35.0s26,9999.999999999995
g_35.0s9,0.0
w_35.0s9,6.0
theta_35.0s9,-9899.640146006468
g_35.0s0,0.0
